rent,realrent
0.06750595019576557,0.037513220354807884
0.06790578120066378,0.02861648026947794
0.062387522739425424,0.01668501250898216
0.056737150295323724,0.026480976970518495
0.07744418619231573,0.02255219806155075
0.07485216620513115,0.018529197829898605
0.0683817927512849,0.02191215835228864
0.18483351135941842,0.15338780542609848
0.07098203188296498,0.034898285360948585
0.05787853003062508,0.03504845046667265
0.0670629763100249,0.02896523861086808
0.06387178168718638,0.018874632823587513
0.07921680394129403,0.03308462306029566
0.07310375496015996,0.03503939160768706
0.060186595177709995,0.028541874777758203
0.11977883052437775,0.08977878645399669
0.09410809144699486,0.05416470004031169
0.06966508157156034,0.03397187340070791
0.058588895339547004,0.024050851417967985
0.07950582196372401,0.025527104496217083
0.0693404684522698,0.0200348982910281
0.07433618624534834,0.01999009436483773
0.060011698936869105,0.030317669838328735
0.07863773947637138,0.04970352299427173
0.06343584100414079,0.027147785961432566
0.06628054245774946,0.02324440532368887
0.07740891697071965,0.017229100781079355
0.08275428521920937,0.03785950326480544
0.07478497239958216,0.03139466288211485
0.06105582893981866,0.028812981659672342
0.08404890949386777,0.028775355325759682
0.07299815505088615,0.031766344465202004
0.0782021386984499,0.02691284499094236
0.04622201103244674,0.04519222967265834
0.09824773649552888,0.04116491819220612
0.0599088975454284,0.024968635083910926
0.0645742995300268,0.029944005005931133
0.07843112538982465,0.03455973246368553
0.08000832286648152,0.028089862048432498
0.07273157492229763,0.022136917587073653
0.07846387614707417,0.02404600559587497
0.06906525038073176,0.021334954139553285
0.06053926659336165,0.038895936785752455
0.07086890834963075,0.03141669212930875
0.060239066887333576,0.020806656516218894
0.06997040460610347,0.027024846470473058
0.08142473712097734,0.026562069806990243
0.06563282881810875,0.039789700689212656
0.0694073747379695,0.026791524815666524
0.07572421262929906,0.044024634615484844
0.07074970029726958,0.03116431278601715
0.07752428645745359,0.03704188492868501
0.07027459617821466,0.01621264076686827
0.05675768739761529,0.03677570192584084
0.07635027014508372,0.03134359899002123
0.07335637111285964,0.024986609756955852
0.08658228069753782,0.03186515533668561
0.08003855866616529,0.041329534236380076
0.0713806092997693,0.020900833077756923
0.06540189183557393,0.028473525306766726
0.06477449388576555,0.030519192070751794
0.0924573622287364,0.052837269101134114
0.08760333424579476,0.02839247899776562
0.3145999717233565,0.33159664841636677
0.07000359825572526,0.037789827928827915
0.07369248318069123,0.036711453550996
0.06372806723376939,0.038871917168721515
0.07100248705183278,0.0358904913641867
0.06774033940315771,0.035386904599126315
0.0942969873234955,0.04583992353907841
0.07287019439825529,0.01973787865297829
0.0642092588709567,0.03231594461555725
0.08704540124017653,0.0418249606984107
0.08338585649988282,0.04493907941890789
0.0679456729034571,0.037687105047175054
0.07769412660997171,0.023033355007811656
0.06787436532773392,0.025283916615420225
0.0793575247017973,0.03418857450064045
0.0684780485910955,0.02526408146031406
0.08388400104829999,0.029384670230626676
0.08144216649094604,0.040296805042150725
0.07180989635108156,0.049748291376521654
0.06290073322302818,0.018734912345911982
0.0828451711798604,0.029930255484617224
0.055948676588779354,0.03202326666867137
0.05867950149219057,0.025157668698370477
0.08064962190717155,0.03418179806547882
0.07721549417461639,0.022933691078876606
0.07166507194828395,0.03358085088899235
0.06412714044858077,0.03891651556871269
0.06658467219445753,0.043876259726467005
0.06064015371606624,0.02509533367156113
0.06971793368697606,0.02907795896236316
0.07625253186496611,0.02135690608481769
0.0612309649465623,0.026660622029784246
0.06498877764957724,0.011098773382785932
0.07986121815606692,0.036682992551327856
0.1476922720802249,0.11506837487683305
0.0749413478741823,0.05546742222046648
0.0840052442989106,0.05104055569074669
0.07596764069499971,0.03655151404747216
0.0600454269388246,0.039594361653726984
